unixtime,mouseX,mouseY,collision,mode,birdX,birdY
201710111545331872,1144,78,0,mode0
201710111545331946,1172,-130,0,mode0
201710111545331985,1151,16,0,mode0
201710111545332033,1191,388,0,mode0
201710111545332087,1069,558,0,mode0
201710111545332123,1107,422,0,mode0
201710111545332168,1136,373,0,mode0
201710111545332201,1142,382,0,mode0
201710111545332239,1116,550,0,mode0
201710111545332273,1137,387,0,mode0
201710111545342315,1104,366,0,mode0
201710111545342342,1119,356,0,mode0
201710111545342411,1129,323,0,mode0
201710111545342451,1131,370,0,mode0
201710111545342492,1131,370,0,mode0
201710111545342554,1387,198,0,mode0
201710111545342592,1387,198,0,mode0
201710111545342661,1387,198,0,mode0
201710111545342705,1199,220,0,mode0
201710111545342742,1199,220,0,mode0
201710111545342817,1199,220,0,mode0
201710111545342863,1199,220,0,mode0
201710111545342907,1199,220,0,mode0
201710111545342981,1199,220,0,mode0
201710111545343029,1199,220,0,mode0
201710111545343090,1199,220,0,mode0
201710111545343132,994,255,0,mode0
201710111545343173,994,255,0,mode0
201710111545343244,1094,80,0,mode0
201710111545343286,1094,80,0,mode0
201710111545353346,1069,201,0,mode0
201710111545353409,1085,201,1,mode0
201710111545353454,1154,120,1,mode0
201710111545353501,601,264,1,mode0
201710111545353549,502,310,1,mode0
201710111545353586,502,310,1,mode0
201710111545353628,175,586,1,mode0
201710111545353667,232,629,1,mode0
201710111545353706,217,623,1,mode0
201710111545353741,192,563,1,mode0
201710111545353769,192,563,1,mode0
201710111545353800,197,577,1,mode0
201710111545353834,199,559,1,mode0
201710111545353863,212,549,1,mode0
201710111545353890,217,548,1,mode0
201710111545353929,218,548,1,mode0
201710111545353963,221,543,1,mode0
201710111545353994,220,551,1,mode0
201710111545354019,307,751,1,mode0
201710111545354052,245,590,1,mode0
201710111545354093,245,590,1,mode0
201710111545354138,245,576,1,mode0
201710111545354177,245,586,1,mode0
201710111545354210,242,603,1,mode0
201710111545354247,242,615,1,mode0
201710111545354281,311,797,1,mode0
201710111545364306,311,797,1,mode0
201710111545364339,245,619,1,mode0
201710111545364367,239,614,1,mode0
201710111545364395,237,635,1,mode0
201710111545364425,236,638,1,mode0
201710111545364455,236,642,1,mode0
201710111545364483,246,700,1,mode0
201710111545364514,246,700,1,mode0
201710111545364549,254,685,1,mode0
201710111545364575,254,685,1,mode0
201710111545364617,723,485,1,mode0
201710111545364651,827,269,1,mode0
201710111545364685,1409,301,1,mode0
201710111545364718,1331,425,1,mode0
201710111545364749,1331,425,1,mode0
201710111545364780,1319,335,1,mode0
201710111545364825,1243,286,1,mode0
201710111545364863,1065,145,1,mode0
201710111545364890,1065,145,1,mode0
201710111545364926,1089,139,1,mode0
201710111545364961,1109,199,2,mode0
201710111545364992,1103,209,2,mode0
201710111545365021,1089,201,2,mode0
201710111545365054,1074,214,2,mode0
201710111545365087,1065,214,2,mode0
201710111545365127,1063,219,2,mode0
201710111545365156,1062,210,2,mode0
201710111545365186,1054,200,2,mode0
201710111545365221,1057,204,2,mode0
201710111545365247,1056,208,2,mode0
201710111545365276,1056,208,2,mode0
201710111545375303,1054,217,2,mode0
201710111545375327,1051,205,2,mode0
201710111545375358,1052,208,2,mode0
201710111545375393,1210,331,2,mode0
