unixtime,mouseX,mouseY,collision,mode,birdX,birdY
1508375772565,0,0,0,mode0
1508375772606,0,0,0,mode0
1508375772623,0,0,0,mode0
1508375772639,0,0,0,mode0
1508375772656,0,0,0,mode0
1508375772673,0,0,0,mode0
1508375772690,0,0,0,mode0
1508375772707,0,0,0,mode0
1508375772724,0,0,0,mode0
1508375772741,0,0,0,mode0
1508375772757,0,0,0,mode0
1508375772773,0,0,0,mode0
1508375772790,0,0,0,mode0
1508375772807,0,0,0,mode0
1508375772823,0,0,0,mode0
1508375772839,0,0,0,mode0
1508375772856,0,0,0,mode0
1508375772873,0,0,0,mode0
1508375772889,0,0,0,mode0
1508375772907,0,0,0,mode0
1508375772923,0,0,0,mode0
1508375772941,0,0,0,mode0
1508375772956,0,0,0,mode0
1508375772973,0,0,0,mode0
1508375772989,0,0,0,mode0
1508375773006,0,0,0,mode0
1508375773023,0,0,0,mode0
1508375773040,0,0,0,mode0
1508375773056,0,0,0,mode0
1508375773073,0,0,0,mode0
1508375773091,0,0,0,mode0
1508375773109,0,0,0,mode0
1508375773126,0,0,0,mode0
1508375773142,0,0,0,mode0
1508375773159,0,0,0,mode0
1508375773177,0,0,0,mode0
1508375773193,0,0,0,mode0
1508375773210,0,0,0,mode0
1508375773226,0,0,0,mode0
1508375773243,0,0,0,mode0
1508375773259,0,0,0,mode0
1508375773276,0,0,0,mode0
1508375773293,0,0,0,mode0
1508375773309,0,0,0,mode0
1508375773325,0,0,0,mode0
1508375773342,0,0,0,mode0
1508375773360,0,0,0,mode0
1508375773376,0,0,0,mode0
1508375773392,0,0,0,mode0
1508375773409,0,0,0,mode0
1508375773426,0,0,0,mode0
1508375773443,0,0,0,mode0
1508375773459,0,0,0,mode0
1508375773476,0,0,0,mode0
1508375773493,0,0,0,mode0
1508375773509,0,0,0,mode0
1508375773529,0,0,0,mode0
1508375773547,0,0,0,mode0
1508375773563,0,0,0,mode0
1508375773580,0,0,0,mode0
1508375773596,0,0,0,mode0
1508375773613,0,0,0,mode0
1508375773632,0,0,0,mode0
1508375773648,0,0,0,mode0
1508375773665,0,0,0,mode0
1508375773682,0,0,0,mode0
1508375773699,0,0,0,mode0
1508375773715,0,0,0,mode0
1508375773732,0,0,0,mode0
1508375773748,0,0,0,mode0
1508375773765,0,0,0,mode0
1508375773782,0,0,0,mode0
1508375773799,0,0,0,mode0
1508375773815,0,0,0,mode0
1508375773831,0,0,0,mode0
1508375773849,0,0,0,mode0
1508375773865,0,0,0,mode0
1508375773882,0,0,0,mode0
1508375773898,0,0,0,mode0
1508375773915,0,0,0,mode0
1508375773933,0,0,0,mode0
1508375773948,0,0,0,mode0
1508375773965,0,0,0,mode0
1508375773981,0,0,0,mode0
1508375773998,0,0,0,mode0
1508375774015,0,0,0,mode0
1508375774032,0,0,0,mode0
1508375774048,0,0,0,mode0
