unixtime,mouseX,mouseY,collision,mode,birdX,birdY
2017101117574211575,1172,217,0,sin_mode,0,675
2017101117574211603,1171,213,0,sin_mode,0,675
2017101117574211626,1171,213,0,sin_mode,0,675
2017101117574211657,1173,207,0,sin_mode,0,675
2017101117574211677,1173,212,0,sin_mode,0,675
2017101117574211706,1168,209,0,sin_mode,0,675
2017101117574211730,1166,212,0,sin_mode,0,675
2017101117574211764,1164,206,0,sin_mode,0,675
2017101117574211797,1162,206,0,sin_mode,0,675
2017101117574211827,1162,206,0,sin_mode,0,675
2017101117574211851,1163,207,0,sin_mode,0,675
2017101117574211873,1160,205,0,sin_mode,0,675
2017101117574211902,1159,204,0,sin_mode,0,675
2017101117574211935,1158,200,0,sin_mode,0,675
2017101117574211962,1160,203,0,sin_mode,0,675
2017101117574211993,1161,204,0,sin_mode,0,675
2017101117574212025,1162,207,0,sin_mode,0,675
2017101117574212052,1162,207,0,sin_mode,0,675
2017101117574212081,1164,206,0,sin_mode,0,675
2017101117574212108,1165,200,0,sin_mode,0,675
2017101117574212130,1165,200,0,sin_mode,0,675
2017101117574212157,1163,195,0,sin_mode,0,675
2017101117574212187,1163,191,0,sin_mode,0,675
2017101117574212217,1164,186,0,sin_mode,0,675
2017101117574312252,1165,185,0,sin_mode,0,675
2017101117574312279,1166,183,0,sin_mode,0,675
2017101117574312308,1165,180,0,sin_mode,0,675
2017101117574312330,1164,180,0,sin_mode,0,675
2017101117574312359,1164,180,0,sin_mode,0,675
2017101117574312386,1163,177,0,sin_mode,0,675
2017101117574312422,1163,172,0,sin_mode,0,675
2017101117574312458,1220,22,0,sin_mode,0,675
2017101117574312491,1149,191,0,sin_mode,0,675
2017101117574312516,1163,223,0,sin_mode,0,675
2017101117574312546,1155,194,0,sin_mode,0,675
2017101117574312582,1148,169,0,sin_mode,0,675
2017101117574312620,1151,159,0,sin_mode,0,675
2017101117574312653,1156,148,0,sin_mode,0,675
2017101117574312681,1153,150,0,sin_mode,0,675
2017101117574312714,1149,145,0,sin_mode,0,675
2017101117574312742,1152,145,0,sin_mode,0,675
2017101117574312764,1155,146,0,sin_mode,0,675
2017101117574312790,1154,152,0,sin_mode,0,675
2017101117574312812,1154,152,0,sin_mode,0,675
2017101117574312834,1154,152,0,sin_mode,0,675
2017101117574312861,1153,147,0,sin_mode,0,675
2017101117574312883,1155,145,0,sin_mode,0,675
2017101117574312918,1156,141,0,sin_mode,0,675
2017101117574312945,1156,143,0,sin_mode,0,675
2017101117574312976,1159,144,0,sin_mode,0,675
2017101117574313009,1155,143,0,sin_mode,0,675
2017101117574313033,1156,146,0,sin_mode,0,675
2017101117574313067,1156,146,0,sin_mode,0,675
2017101117574313097,1152,140,0,sin_mode,0,675
2017101117574313131,1151,140,0,sin_mode,0,675
2017101117574313164,1153,139,0,sin_mode,0,675
2017101117574313198,1154,138,0,sin_mode,0,675
2017101117574313227,1154,138,0,sin_mode,0,675
2017101117574413256,1150,137,0,sin_mode,0,675
2017101117574413284,1148,140,0,sin_mode,0,675
2017101117574413308,1146,139,0,sin_mode,0,675
2017101117574413341,1143,140,0,sin_mode,0,675
2017101117574413375,1141,140,0,sin_mode,0,675
2017101117574413406,1092,146,0,sin_mode,0,675
2017101117574413436,1152,133,0,sin_mode,0,675
2017101117574413464,1169,164,0,sin_mode,0,675
2017101117574413485,1169,164,0,sin_mode,0,675
2017101117574413511,1157,129,0,sin_mode,0,675
2017101117574413536,1158,125,0,sin_mode,0,675
2017101117574413567,1159,130,0,sin_mode,0,675
2017101117574413601,1160,126,0,sin_mode,0,675
2017101117574413630,1155,131,0,sin_mode,0,675
2017101117574413662,1155,131,0,sin_mode,0,675
2017101117574413693,1147,131,0,sin_mode,0,675
2017101117574413721,764,347,0,sin_mode,0,675
2017101117574413754,152,733,0,sin_mode,0,675
2017101117574413787,100,786,0,sin_mode,0,675
2017101117574413819,82,856,0,sin_mode,3,669
2017101117574413848,82,856,0,sin_mode,3,669
2017101117574413869,89,885,0,sin_mode,3,669
2017101117574413893,89,885,0,sin_mode,3,669
2017101117574413923,44,890,0,sin_mode,3,669
2017101117574413952,50,974,0,sin_mode,3,669
2017101117574413980,49,958,0,sin_mode,3,669
2017101117574414013,99,938,0,sin_mode,3,669
2017101117574414045,97,938,0,sin_mode,3,669
2017101117574414075,99,934,0,sin_mode,3,669
2017101117574414104,81,913,0,sin_mode,3,669
2017101117574414134,68,897,0,sin_mode,3,669
2017101117574414166,61,890,0,sin_mode,3,669
2017101117574414188,61,890,0,sin_mode,3,669
2017101117574414222,77,1003,0,sin_mode,3,669
2017101117574514253,77,1003,0,sin_mode,3,669
2017101117574514276,97,986,0,sin_mode,3,669
2017101117574514301,90,975,0,sin_mode,3,669
2017101117574514326,77,941,0,sin_mode,3,669
2017101117574514360,68,923,0,sin_mode,3,669
2017101117574514387,68,923,0,sin_mode,3,669
2017101117574514410,70,918,0,sin_mode,3,669
2017101117574514445,72,908,0,sin_mode,3,669
2017101117574514477,71,900,0,sin_mode,3,669
2017101117574514507,50,716,0,sin_mode,3,669
2017101117574514537,-2,749,0,sin_mode,6,662
2017101117574514562,33,852,0,sin_mode,6,662
2017101117574514586,33,852,0,sin_mode,6,662
2017101117574514618,72,806,0,sin_mode,6,662
2017101117574514649,98,789,0,sin_mode,6,662
2017101117574514677,85,801,0,sin_mode,10,655
2017101117574514710,67,705,0,sin_mode,10,655
2017101117574514743,69,846,0,sin_mode,13,648
2017101117574514774,61,834,0,sin_mode,13,648
2017101117574514808,58,849,0,sin_mode,13,648
2017101117574514841,59,845,0,sin_mode,13,648
2017101117574514868,66,839,0,sin_mode,13,648
2017101117574514890,63,844,0,sin_mode,13,648
2017101117574514910,63,844,0,sin_mode,13,648
2017101117574514938,65,988,0,sin_mode,13,648
2017101117574514960,33,827,0,sin_mode,13,648
2017101117574514987,21,841,0,sin_mode,13,648
2017101117574515018,21,841,0,sin_mode,13,648
2017101117574515052,36,829,0,sin_mode,13,648
2017101117574515083,65,845,0,sin_mode,13,648
2017101117574515118,74,840,0,sin_mode,13,648
2017101117574515145,75,837,0,sin_mode,13,648
2017101117574515178,81,833,0,sin_mode,13,648
2017101117574515217,78,825,0,sin_mode,13,648
2017101117574615253,60,739,0,sin_mode,13,648
2017101117574615277,61,784,0,sin_mode,17,641
2017101117574615310,71,768,0,sin_mode,17,641
2017101117574615343,72,783,0,sin_mode,20,634
2017101117574615373,87,790,0,sin_mode,20,634
2017101117574615406,81,793,0,sin_mode,20,634
2017101117574615439,83,805,0,sin_mode,20,634
2017101117574615474,77,809,0,sin_mode,20,634
2017101117574615507,78,811,0,sin_mode,20,634
2017101117574615538,77,814,0,sin_mode,20,634
2017101117574615575,75,806,0,sin_mode,20,634
2017101117574615611,75,798,0,sin_mode,20,634
2017101117574615647,79,804,0,sin_mode,20,634
2017101117574615684,82,801,0,sin_mode,20,634
2017101117574615717,83,802,0,sin_mode,20,634
2017101117574615751,83,796,0,sin_mode,20,634
2017101117574615784,84,792,0,sin_mode,20,634
2017101117574615817,80,796,0,sin_mode,20,634
2017101117574615840,80,796,0,sin_mode,20,634
2017101117574615870,81,796,0,sin_mode,20,634
2017101117574615902,83,798,0,sin_mode,20,634
2017101117574615938,84,804,0,sin_mode,20,634
2017101117574615970,84,802,0,sin_mode,20,634
2017101117574615996,82,802,0,sin_mode,20,634
2017101117574616021,84,805,0,sin_mode,20,634
2017101117574616054,84,805,0,sin_mode,20,634
2017101117574616087,86,807,0,sin_mode,20,634
2017101117574616113,88,811,0,sin_mode,20,634
2017101117574616144,90,810,0,sin_mode,20,634
2017101117574616178,92,813,0,sin_mode,20,634
2017101117574616211,88,813,0,sin_mode,20,634
2017101117574716243,85,810,0,sin_mode,20,634
2017101117574716276,84,807,0,sin_mode,20,634
2017101117574716306,87,804,0,sin_mode,20,634
2017101117574716337,89,804,0,sin_mode,20,634
2017101117574716366,89,802,0,sin_mode,20,634
2017101117574716394,89,802,0,sin_mode,20,634
2017101117574716418,88,802,0,sin_mode,20,634
2017101117574716452,88,802,0,sin_mode,20,634
2017101117574716479,86,798,0,sin_mode,20,634
2017101117574716500,83,798,0,sin_mode,20,634
2017101117574716532,82,796,0,sin_mode,20,634
2017101117574716561,80,796,0,sin_mode,20,634
2017101117574716583,80,796,0,sin_mode,20,634
2017101117574716615,79,797,0,sin_mode,20,634
2017101117574716648,79,796,0,sin_mode,20,634
2017101117574716677,80,796,0,sin_mode,20,634
2017101117574716700,80,797,0,sin_mode,20,634
2017101117574716728,79,793,0,sin_mode,20,634
2017101117574716759,79,793,0,sin_mode,20,634
2017101117574716785,79,793,0,sin_mode,20,634
2017101117574716817,78,791,0,sin_mode,20,634
2017101117574716849,78,790,0,sin_mode,20,634
2017101117574716882,78,793,0,sin_mode,20,634
2017101117574716914,73,792,0,sin_mode,20,634
2017101117574716946,69,790,0,sin_mode,20,634
2017101117574716978,68,789,0,sin_mode,20,634
2017101117574717011,66,789,0,sin_mode,20,634
2017101117574717034,68,785,0,sin_mode,20,634
2017101117574717069,69,786,0,sin_mode,20,634
2017101117574717097,67,781,0,sin_mode,20,634
2017101117574717125,65,785,0,sin_mode,20,634
2017101117574717158,64,782,0,sin_mode,20,634
2017101117574717182,64,782,0,sin_mode,20,634
2017101117574717214,65,785,0,sin_mode,20,634
2017101117574817244,65,788,0,sin_mode,20,634
2017101117574817273,66,785,0,sin_mode,20,634
2017101117574817303,67,782,0,sin_mode,20,634
2017101117574817336,68,787,0,sin_mode,20,634
2017101117574817364,67,788,0,sin_mode,20,634
2017101117574817387,67,788,0,sin_mode,20,634
2017101117574817418,68,783,0,sin_mode,20,634
2017101117574817451,67,783,0,sin_mode,20,634
2017101117574817482,66,782,0,sin_mode,20,634
2017101117574817505,67,782,0,sin_mode,20,634
2017101117574817532,69,784,0,sin_mode,20,634
2017101117574817554,69,780,0,sin_mode,20,634
2017101117574817585,69,780,0,sin_mode,20,634
2017101117574817618,69,781,0,sin_mode,20,634
2017101117574817651,70,782,0,sin_mode,20,634
2017101117574817683,70,782,0,sin_mode,20,634
2017101117574817717,70,777,0,sin_mode,20,634
2017101117574817741,71,777,0,sin_mode,20,634
2017101117574817767,74,782,0,sin_mode,20,634
2017101117574817797,73,786,0,sin_mode,20,634
2017101117574817823,77,790,0,sin_mode,20,634
2017101117574817850,77,790,0,sin_mode,20,634
2017101117574817876,76,788,0,sin_mode,20,634
2017101117574817903,76,790,0,sin_mode,20,634
2017101117574817930,76,790,0,sin_mode,20,634
2017101117574817964,74,797,0,sin_mode,20,634
2017101117574818000,77,793,0,sin_mode,20,634
2017101117574818033,78,791,0,sin_mode,20,634
2017101117574818065,82,799,0,sin_mode,20,634
2017101117574818092,167,560,0,sin_mode,20,634
2017101117574818118,167,560,0,sin_mode,20,634
2017101117574818151,232,827,0,sin_mode,20,634
2017101117574818183,152,589,0,sin_mode,20,634
2017101117574818205,88,531,0,sin_mode,20,634
2017101117574818229,12,488,0,sin_mode,20,634
2017101117574918263,53,555,0,sin_mode,20,634
2017101117574918297,707,372,0,sin_mode,20,634
2017101117574918321,707,372,0,sin_mode,20,634
2017101117574918349,67,774,0,sin_mode,20,634
2017101117574918371,89,677,0,sin_mode,20,634
2017101117574918396,81,708,0,sin_mode,24,627
2017101117574918421,75,570,0,sin_mode,27,620
2017101117574918450,75,570,0,sin_mode,27,620
2017101117574918479,70,547,0,sin_mode,27,620
2017101117574918514,-196,256,0,sin_mode,27,620
2017101117574918546,92,644,0,sin_mode,27,620
2017101117574918573,5,460,0,sin_mode,31,614
2017101117574918594,-52,347,0,sin_mode,31,614
2017101117574918621,-23,453,0,sin_mode,31,614
2017101117574918654,-6,486,0,sin_mode,31,614
2017101117574918677,-6,486,0,sin_mode,31,614
2017101117574918702,81,601,0,sin_mode,31,614
2017101117574918734,90,635,0,sin_mode,31,614
2017101117574918757,90,635,0,sin_mode,34,607
2017101117574918777,90,658,0,sin_mode,38,601
2017101117574918803,85,679,0,sin_mode,41,594
2017101117574918835,85,689,0,sin_mode,45,588
2017101117574918868,89,705,0,sin_mode,48,582
2017101117574918893,79,704,0,sin_mode,52,575
2017101117574918925,79,704,0,sin_mode,52,575
2017101117574918952,82,691,0,sin_mode,52,575
2017101117574918980,80,685,0,sin_mode,55,570
2017101117574919009,83,673,0,sin_mode,59,564
2017101117574919042,83,672,0,sin_mode,62,558
2017101117574919065,86,670,0,sin_mode,66,552
2017101117574919093,20,511,0,sin_mode,69,547
2017101117574919122,57,528,0,sin_mode,69,547
2017101117574919151,68,594,0,sin_mode,69,547
2017101117574919175,68,594,0,sin_mode,69,547
2017101117574919206,66,602,0,sin_mode,69,547
2017101117575019238,71,623,0,sin_mode,69,547
2017101117575019267,62,609,0,sin_mode,73,542
2017101117575019297,60,604,0,sin_mode,73,542
2017101117575019330,58,607,0,sin_mode,73,542
2017101117575019357,114,449,0,sin_mode,73,542
2017101117575019384,94,547,0,sin_mode,73,542
2017101117575019417,120,551,0,sin_mode,76,537
2017101117575019439,120,551,0,sin_mode,80,532
2017101117575019469,102,550,0,sin_mode,83,527
2017101117575019499,108,532,0,sin_mode,87,522
2017101117575019526,108,532,0,sin_mode,90,518
2017101117575019548,121,538,0,sin_mode,94,514
2017101117575019574,113,527,0,sin_mode,97,510
2017101117575019607,114,525,0,sin_mode,101,506
2017101117575019630,109,533,0,sin_mode,104,502
2017101117575019656,112,534,0,sin_mode,108,499
2017101117575019690,112,534,0,sin_mode,111,496
2017101117575019722,111,535,0,sin_mode,115,493
2017101117575019747,108,541,0,sin_mode,115,493
2017101117575019770,105,540,0,sin_mode,115,493
2017101117575019805,105,532,0,sin_mode,115,493
2017101117575019829,109,532,0,sin_mode,115,493
2017101117575019851,109,529,0,sin_mode,115,493
2017101117575019874,109,529,0,sin_mode,115,493
2017101117575019906,112,534,0,sin_mode,115,493
2017101117575019935,109,533,0,sin_mode,115,493
2017101117575019968,111,536,0,sin_mode,115,493
2017101117575020001,113,539,0,sin_mode,115,493
2017101117575020027,116,537,0,sin_mode,115,493
2017101117575020058,120,537,0,sin_mode,118,490
2017101117575020091,120,533,0,sin_mode,122,488
2017101117575020124,119,529,0,sin_mode,122,488
2017101117575020150,119,529,0,sin_mode,122,488
2017101117575020183,121,522,0,sin_mode,122,488
2017101117575020212,121,522,0,sin_mode,122,488
2017101117575120233,124,524,0,sin_mode,122,488
2017101117575120264,124,520,0,sin_mode,125,485
2017101117575120296,122,514,0,sin_mode,125,485
2017101117575120330,123,515,0,sin_mode,125,485
2017101117575120362,122,514,0,sin_mode,125,485
2017101117575120394,122,513,0,sin_mode,125,485
2017101117575120422,122,513,0,sin_mode,125,485
2017101117575120453,178,661,0,sin_mode,125,485
2017101117575120486,150,573,0,sin_mode,125,485
2017101117575120515,132,515,0,sin_mode,129,483
2017101117575120545,129,511,0,sin_mode,132,481
2017101117575120578,140,512,0,sin_mode,132,481
2017101117575120605,143,513,0,sin_mode,136,480
2017101117575120636,177,444,0,sin_mode,139,479
2017101117575120669,173,474,0,sin_mode,139,479
2017101117575120694,173,474,0,sin_mode,139,479
2017101117575120721,136,467,0,sin_mode,139,479
2017101117575120752,151,485,0,sin_mode,139,479
2017101117575120782,154,455,0,sin_mode,143,477
2017101117575120803,156,463,0,sin_mode,143,477
2017101117575120828,151,473,0,sin_mode,143,477
2017101117575120863,156,475,0,sin_mode,143,477
2017101117575120889,149,477,0,sin_mode,143,477
2017101117575120913,149,477,0,sin_mode,146,477
2017101117575120947,154,478,0,sin_mode,150,476
2017101117575120972,154,477,0,sin_mode,153,476
2017101117575120997,151,477,0,sin_mode,157,475
2017101117575121030,152,467,0,sin_mode,157,475
2017101117575121062,162,467,0,sin_mode,157,475
