unixtime,mouseX,mouseY,collision,mode,birdX,birdY
201710101417372323,0,0,0,mode0
201710101417372386,1798,464,0,mode0
201710101417372422,1798,464,0,mode0
201710101417372457,1798,464,0,mode0
201710101417372516,1798,464,0,mode0
201710101417372554,1798,464,0,mode0
201710101417372599,1798,464,0,mode0
201710101417372636,1798,464,0,mode0
201710101417372679,1798,464,0,mode0
201710101417372737,1798,464,0,mode0
201710101417372773,1798,464,0,mode0
201710101417382840,1798,464,0,mode0
201710101417382880,1798,464,0,mode0
201710101417382919,1798,464,0,mode0
201710101417382967,1798,464,0,mode0
201710101417383018,1798,464,0,mode0
201710101417383065,1798,464,0,mode0
201710101417383112,1798,464,0,mode0
201710101417383164,1798,464,0,mode0
201710101417383207,1798,464,0,mode0
201710101417383260,1798,464,0,mode0
201710101417383300,1798,464,0,mode0
201710101417383338,1798,464,0,mode0
201710101417383408,1798,464,0,mode0
201710101417383450,1798,464,0,mode0
201710101417383514,1798,464,0,mode0
201710101417383558,1798,464,0,mode0
201710101417383596,1798,464,0,mode0
201710101417383677,1798,464,0,mode0
201710101417383712,1798,464,0,mode0
201710101417383754,1798,464,0,mode0
201710101417393850,1798,464,0,mode0
201710101417393894,1798,464,0,mode0
201710101417393950,1798,464,0,mode0
201710101417393994,1798,464,0,mode0
201710101417394033,1798,464,0,mode0
201710101417394070,1798,464,0,mode0
201710101417394109,1798,464,0,mode0
201710101417394145,1798,464,0,mode0
201710101417394189,1798,464,0,mode0
201710101417394225,1798,464,0,mode0
201710101417394270,1798,464,0,mode0
201710101417394310,1798,464,0,mode0
201710101417394350,1798,464,0,mode0
201710101417394394,1798,464,0,mode0
201710101417394433,1798,464,0,mode0
201710101417394468,1798,464,0,mode0
201710101417394522,1798,464,0,mode0
201710101417394558,1798,464,0,mode0
201710101417394595,1798,464,0,mode0
201710101417394633,1798,464,0,mode0
201710101417394659,1798,464,0,mode0
201710101417394699,1798,464,0,mode0
201710101417394741,1798,464,0,mode0
201710101417394779,1798,464,0,mode0
201710101417404816,1798,464,0,mode0
201710101417404855,1798,464,0,mode0
201710101417404894,1798,464,0,mode0
201710101417404935,1798,464,0,mode0
201710101417404973,1798,464,0,mode0
201710101417405014,1798,464,0,mode0
201710101417405051,1798,464,0,mode0
201710101417405084,1798,464,0,mode0
201710101417405131,1798,464,0,mode0
