unixtime,mouseX,mouseY,collision,mode,birdX,birdY
201710111223152070,1267,130,0,mode0
201710111223152143,1267,130,0,mode0
201710111223152181,1267,130,1,mode0
201710111223152281,1267,130,1,mode0
201710111223152327,1267,130,1,mode0
201710111223152369,1267,130,1,mode0
201710111223152415,1267,130,1,mode0
201710111223152459,1267,130,1,mode0
201710111223152501,1267,130,1,mode0
201710111223152573,1267,130,1,mode0
201710111223152617,1267,130,1,mode0
201710111223162685,1267,130,1,mode0
201710111223162726,1267,130,1,mode0
201710111223162767,1267,130,1,mode0
201710111223162839,1267,130,1,mode0
201710111223162890,1267,130,1,mode0
201710111223162962,1267,130,1,mode0
201710111223163037,1267,130,1,mode0
201710111223163107,1267,130,1,mode0
201710111223163151,1267,130,1,mode0
201710111223163221,1267,130,1,mode0
201710111223163272,1267,130,1,mode0
201710111223163357,1267,130,1,mode0
201710111223163395,1267,130,1,mode0
201710111223163439,1267,130,1,mode0
201710111223163503,1267,130,1,mode0
201710111223163544,1267,130,1,mode0
201710111223163585,1267,130,1,mode0
201710111223173653,1267,130,1,mode0
201710111223173691,1267,130,1,mode0
201710111223173734,1267,130,1,mode0
201710111223173778,1267,130,1,mode0
201710111223173820,1267,130,1,mode0
201710111223173868,1267,130,1,mode0
201710111223173907,1267,130,1,mode0
201710111223173949,1066,133,1,mode0
201710111223174011,1066,133,1,mode0
201710111223174049,884,180,1,mode0
201710111223174091,884,180,1,mode0
201710111223174133,1427,269,1,mode0
201710111223174170,1427,269,1,mode0
201710111223174218,1355,253,1,mode0
201710111223174257,1336,249,1,mode0
201710111223174295,1267,229,1,mode0
201710111223174338,1252,238,1,mode0
201710111223174377,1232,210,1,mode0
201710111223174422,1158,122,1,mode0
201710111223174469,1062,32,2,mode0
201710111223174516,1100,39,2,mode0
201710111223174554,1156,74,2,mode0
201710111223174594,1189,95,2,mode0
201710111223174632,1210,118,2,mode0
201710111223184664,1219,131,2,mode0
201710111223184700,1206,164,2,mode0
201710111223184735,1091,56,2,mode0
201710111223184768,1072,67,2,mode0
201710111223184811,1072,67,2,mode0
201710111223184855,1075,67,2,mode0
201710111223184889,1048,77,2,mode0
201710111223184919,1068,96,2,mode0
201710111223184955,1066,105,2,mode0
201710111223184989,1066,103,2,mode0
201710111223185018,1012,83,2,mode0
201710111223185049,970,72,2,mode0
201710111223185082,970,72,2,mode0
201710111223185114,831,41,2,mode0
201710111223185140,829,35,2,mode0
201710111223185185,820,42,2,mode0
201710111223185223,815,44,2,mode0
201710111223185260,809,52,2,mode0
201710111223185291,808,57,2,mode0
201710111223185326,809,60,2,mode0
201710111223185358,822,75,2,mode0
201710111223185397,836,85,2,mode0
201710111223185432,671,173,2,mode0
201710111223185467,654,182,2,mode0
201710111223185501,668,176,2,mode0
201710111223185533,662,194,2,mode0
201710111223185566,660,197,2,mode0
201710111223185598,662,201,2,mode0
201710111223185628,660,203,2,mode0
201710111223195658,660,210,2,mode0
201710111223195695,662,214,2,mode0
201710111223195722,662,216,2,mode0
201710111223195756,661,220,2,mode0
201710111223195794,662,224,2,mode0
201710111223195821,662,229,2,mode0
201710111223195853,663,233,2,mode0
201710111223195890,664,237,2,mode0
201710111223195918,665,243,2,mode0
201710111223195946,664,249,2,mode0
201710111223195985,664,256,2,mode0
201710111223196016,670,263,2,mode0
201710111223196044,734,386,2,mode0
201710111223196077,943,429,2,mode0
201710111223196104,943,429,2,mode0
201710111223196129,1064,459,2,mode0
201710111223196162,1118,464,2,mode0
201710111223196187,1138,472,2,mode0
201710111223196221,1152,480,2,mode0
201710111223196251,1486,401,2,mode0
201710111223196278,1528,375,2,mode0
201710111223196306,1501,395,2,mode0
201710111223196330,1501,395,2,mode0
201710111223196366,1500,382,2,mode0
201710111223196393,1500,387,2,mode0
201710111223196421,1494,390,2,mode0
201710111223196451,1485,383,2,mode0
201710111223196485,1475,380,2,mode0
201710111223196513,1475,381,2,mode0
201710111223196547,1473,379,2,mode0
201710111223196575,1473,379,2,mode0
201710111223196604,1812,419,2,mode0
201710111223196628,1943,391,2,mode0
201710111223206658,1914,424,2,mode0
201710111223206688,1915,437,2,mode0
201710111223206717,1912,445,2,mode0
201710111223206753,1901,451,2,mode0
201710111223206781,1903,450,2,mode0
201710111223206808,1903,448,2,mode0
201710111223206843,1899,456,2,mode0
201710111223206876,1899,456,2,mode0
201710111223206900,1896,461,2,mode0
201710111223206932,1894,465,2,mode0
201710111223206963,2033,406,2,mode0
201710111223206989,2042,446,2,mode0
201710111223207022,2025,441,2,mode0
201710111223207055,2016,441,2,mode0
201710111223207089,2006,447,2,mode0
